Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,ID,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort
Gesundheit,"Allgemeine Soziale Beratung für Menschen in besonderen Lebenslagen",vollständig,ja,nein,vollständig,"Elsterstr. 15 ",04109,Leipzig,"Sprechzeiten: 
Di 15 - 18 Uhr
Fr  9 - 12 Uhr",12.3662149,51.339184,allgemeine-soziale-beratung-fuer-menschen-in-besonderen-lebenslagen-elsterstr.-15-04109-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,ja,"1,02500000e+03","6,10000000e+01","0,00000000e+00",ja,ja,nein,ja,"vor Eingang",ja,"8,50000000e+01","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"1,00000000e+02",nein,"1,10000000e+02","2,10000000e+02","9,20000000e+01","8,20000000e+01",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,80000000e+01",ja,ja,"0,00000000e+00","1,70000000e+02","2,00000000e+02","7,00000000e+01","9,70000000e+01","7,00000000e+01","9,50000000e+01",nein,ja,nein,nein,ja,"Ansage der etagen im Aufzug; Behinderten-WC im EG"
Gesundheit,"Ambulante Behindertenhilfe",nein,nein,nein,nein,"Demmeringstr. 20",04177,Leipzig,"je 1mal im Monat Treffen nach Terminabsprache",12.3338929,51.3383221,ambulante-behindertenhilfe-demmeringstr.-20-04177-leipzig,nein,nein,,nein,,,ja,8,"1,80000000e+01",ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,Eingangstür,nein,"0,00000000e+00","8,50000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,,nein,,,,,,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,,ja,nein,"0,00000000e+00",,,,,,,nein,nein,nein,nein,ja,"Veranstaltungen in der Gneisenaustr. 10 oder der Paulusgemeinde Grünau oder nach Absprache"
Gesundheit,"Antidiskriminierungsbüro e.V.",teilweise,nein,nein,nein,"Kochstr. 14",04275,Leipzig,"Die  14 - 17 Uhr;
Do  9 - 12 Uhr und 14 - 17 Uhr;
sowie Termine nach Vereinbarung",12.3720626,51.3227635,antidiskriminierungsbuero-e.v.-kochstr.-14-04275-leipzig,ja,ja,1,nein,0,,ja,1,"5,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"links neben Tür",ja,"1,12000000e+02","8,70000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"6,90000000e+01",ja,nein,"0,00000000e+00","8,00000000e+01","1,20000000e+02","5,60000000e+01","2,00000000e+01","5,60000000e+01","8,00000000e+01",nein,ja,nein,ja,ja,"zentrale Anlaufstelle in Sachsen für Menschen, die von Benachteiligung und Diskriminierung betroffen sind;
Konsultationen in Deutsch, Englisch, Französisch, Spanisch; Blindenführhund erlaubt;"
Gesundheit,"AURYN - Kinder-, Jugend- und Familienberatungsstelle",nein,nein,nein,nein,"Lützner Str. 75 ",04177,Leipzig,"Mo, Mi, Do 9 - 16 Uhr
Di 9 - 18 Uhr
Fr 9 - 12 Uhr
und nach Vereinbarung",12.3266684,51.3346227,auryn---kinder---jugend--und-familienberatungsstelle-luetzner-str.-75-04177-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Gesundheit,"Beratungsstelle für Hörgeschädigte",nein,nein,nein,nein,"Karl-Siegismund-Str. 2 - Villa",04317,Leipzig,"nach Vereinbarung",12.40504,51.3303754,beratungsstelle-fuer-hoergeschaedigte-karl-siegismund-str.-2---villa-04317-leipzig,ja,nein,0,ja,0,,ja,5,"1,80000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,,nein,"0,00000000e+00","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,ja,nein,ja,"Die Beratung kann in den Räumen der Schule (s. Angaben zu Aufzug und WC dort), im Elternhaus oder in der Kindereinrichtung erfolgen. 
Beraten werden hörgeschädigte Kinder, Jugendliche, deren Eltern, Lehrer und Erzieher"
Gesundheit,"Blinden- und Sehbehindertenverband Sachsen e.V.",vollständig,ja,nein,teilweise,"Bernhard-Göring-Str. 152, Zi. 314",04277,Leipzig,"Die 9.00 - 17.00 Uhr;
Fr 9.00 - 12.00 Uhr und nach Vereinbarung",12.375401,51.3078032,blinden--und-sehbehindertenverband-sachsen-e.v.-bernhard-goering-str.-152--zi.-314-04277-leipzig,ja,ja,2,nein,0,,nein,7,"1,80000000e+01",ja,ja,nein,nein,,ja,"1,00500000e+03","5,60000000e+01","1,20000000e+02",ja,ja,nein,ja,"links vom Eingang",ja,"1,40000000e+02","9,00000000e+01",ja,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","1,40000000e+02","9,10000000e+01","9,20000000e+01",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"9,50000000e+01",ja,ja,"4,00000000e+01","2,00000000e+02","1,73000000e+02","7,10000000e+01","4,70000000e+01","7,10000000e+01","9,80000000e+01",nein,ja,nein,ja,ja,"Behinderten-WC im EG; Beratung und Begleitung bei behinderungsspezifischen belangen; Weitergabe von Blindenhilfsmitteln aus dem Landeshilfsmittelzentrum Dresden; Blindenschriftkurse; Begegnung und Austausch mit anderen Betroffenen; Veranstaltungen;"
Gesundheit,"Caktus e.V. - Beratungsstelle für Kinder, Jugendliche und Familien",nein,nein,nein,nein,"Riemannstr. 32",04107,Leipzig,"Mo, Di, Mi, Fr   9 - 17 Uhr;
Do   9 - 18 Uhr;

und nach Vereinbarung",12.3756709,51.3311156,caktus-e.v.---beratungsstelle-fuer-kinder--jugendliche-und-familien-riemannstr.-32-04107-leipzig,nein,ja,0,nein,0,,ja,10,"1,50000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","8,00000000e+01",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,"psycholog.und sozialpäd. Beratung; Psychotherapie zu Erziehung, Familie und Partnerschaft, Verhaltensauffälligkeit, Entwicklungsstörung, Schulproblemen, Gewalterfahrung, Lebenskrisen auch zu interkulturellen Fragestellungen und zur Migration"
Gesundheit,"Deutscher Allergie- und Asthmabund e.V.",vollständig,nein,ja,nein,"Kohlenstr. 2",04107,Leipzig,"Mo, Di  10.00 - 12.00 Uhr
Mi, Do  14.00 - 16.00 Uhr und nach Vereinbarung",12.3807778,51.3282299,deutscher-allergie--und-asthmabund-e.v.-kohlenstr.-2-04107-leipzig,ja,ja,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,Hausfront,ja,"1,44000000e+02","1,03000000e+02",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","2,20000000e+02","1,52000000e+02","1,30000000e+02",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"5,70000000e+01",ja,nein,"0,00000000e+00","1,30000000e+02","8,50000000e+01","5,30000000e+01","2,40000000e+01","4,20000000e+01","2,40000000e+01",nein,ja,nein,nein,ja,"unterschiedliche Angebote sind in der Geschäftsstelle zu erfragen"
Gesundheit,"Diakonie im Zentrum",vollständig,ja,nein,vollständig,"Nikolaikirchhof 3",04109,Leipzig,,12.3787462,51.3407761,diakonie-im-zentrum-nikolaikirchhof-3-04109-leipzig,nein,nein,,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,"Aufzug von Rittertsraße",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"vor der Tür 1. Etage",nein,"8,00000000e+01","9,00000000e+01",nein,nein,nein,nein,nein,nein,nein,ja,0,"9,00000000e+01",nein,"1,00000000e+02","1,50000000e+02","8,50000000e+01","8,50000000e+01",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,
Gesundheit,"Ehe-, Familien- und Lebensberatung",teilweise,nein,ja,nein,"Löhrstr. 14",04105,Leipzig,"Mo 8-16 Uhr;
Di 8-13 Uhr;
Mi 13-18 Uhr;
Do, Fr 8-13 Uhr;
Beratung nach Vereinbarung",12.373789,51.3457345,ehe---familien--und-lebensberatung-loehrstr.-14-04105-leipzig,nein,nein,0,nein,0,,ja,1,"1,30000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"rechts neben der Tüt",ja,"1,32000000e+02","8,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"7,00000000e+01",nein,"9,70000000e+01","8,00000000e+01","1,16000000e+02","1,14000000e+02",,ja,nein,ja,0,"0,00000000e+00",nein,nein,nein,"6,10000000e+01",ja,nein,"0,00000000e+00","8,80000000e+01","2,42000000e+02","4,30000000e+01","8,30000000e+01","4,20000000e+01","5,60000000e+01",nein,ja,nein,nein,ja,"Eingangstür auf 130 cm öffenbar"
Gesundheit,"Energie- und Umweltzentrum",vollständig,ja,nein,vollständig,"Katharinenstr. 17, 1. OG",04109,Leipzig,"Mo - Fr 9 - 20 Uhr, Sa 10 - 16 Uhr",12.3745441,51.3424518,energie--und-umweltzentrum-katharinenstr.-17--1.-og-04109-leipzig,ja,ja,0,nein,0,,nein,,,nein,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,,"8,80000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"8,80000000e+01",nein,"1,55000000e+02","1,40000000e+02","1,08000000e+02","1,00000000e+02",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"9,00000000e+01",ja,ja,"1,00000000e+01","1,52000000e+02","1,70000000e+02","7,00000000e+01","1,07000000e+02","7,00000000e+01","1,03000000e+02",nein,ja,nein,nein,ja,"Ersatz für Pfaffendorfer Str.; Informationen und Beratung zu Produkten der SWL, der KWW, zu Förderprogrammen und Dienstleistungen, An und Abmeldungen; Behinderten-WC im UG - Schlüssel am Thresen erfragen"
Gesundheit,"Erwerbslosenzentrum Leipzig (LEZ) e.V.",vollständig,ja,nein,teilweise,"Zschochersche Str. 48 b, Aufgang A, 3. Stock",04229,Leipzig,"Mo - Do  9.00 - 17.00 Uhr
Fr  9.00 - 14.00 Uhr

weitere Beratungen
im Buddehaus - Lützowstr. 19
Mo  9.00 - 13.00 Uhr
Mi  12.00 - 17.00 Uhr

Bürgerverein Leutzsch e.V. - Georg-Schwarz-Str. 138
Di  11.00 - 16.00 Uhr

CVJM e.V. - Schönefelder Allee 23 a
Di  15.00 - 17.00 Uhr

Bürgerverein Schönefeld - Ossietzkystr. 1
Mo  9.00 - 12.00 Uhr
Do  15.00 - 17.00 uhr

Jugend- und Altenhilfeverein e.V. - Goldsternstr. 9
Mi  9.00 - 11.00 Uhr

KOMM-Haus - Selliner Str. 17
Mo  9.00 - 17.00 Uhr
Mi  9.00 - 15.00 Uhr
Do  9.00 - 17.00 Uhr",12.3379646,51.322446,erwerbslosenzentrum-leipzig-lez-e.v.-zschochersche-str.-48-b--aufgang-a--3.-stock-04229-leipzig,ja,nein,0,ja,,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,,"9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,20000000e+01",nein,"1,10000000e+02","1,45000000e+02","1,15000000e+02","1,15000000e+02",nein,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,40000000e+01",ja,nein,"0,00000000e+00","2,00000000e+02","2,69000000e+02","7,40000000e+01","9,20000000e+01","7,40000000e+01","1,15000000e+02",nein,ja,nein,nein,ja,"Behinderten-WC im Aufgang G - 1. Etage / Kundentoiletten ebenerdiger Zugang nur über Walter-Heinze-Str. 27 möglich - Schlüssel beim Wachdienst
Betreuung von Arbeitslosen, Schuldnerberatung, Bewerbungen, Rentenberatung/Kontenklärung"
Gesundheit,Familieninfobüro,vollständig,nein,ja,vollständig,"Stadthaus Burgplatz 1, Zi. U 24",04109,Leipzig,"Mo, Mi  9 - 13 Uhr
Di 9 - 18 Uhr
Do 13 - 18 Uhr
Fr  9 - 12 Uhr

Öffnungszeiten des Wickelraumes:
Mo, Mi, Fr  9 - 13 Uhr
Di, Do 9 - 18 Uhr",12.3634475,51.3383504,familieninfobuero-stadthaus-burgplatz-1--zi.-u-24-04109-leipzig,ja,ja,1,nein,0,,nein,,,nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","1,00000000e+02",ja,nein,nein,nein,nein,nein,nein,nein,0,"9,00000000e+01",nein,"1,50000000e+02","1,00000000e+02","9,30000000e+01","8,50000000e+01",,ja,ja,ja,0,"0,00000000e+00",nein,nein,nein,"9,50000000e+01",ja,ja,"0,00000000e+00","1,70000000e+02","1,70000000e+02","7,00000000e+01","1,00000000e+02","7,00000000e+01","1,00000000e+02",nein,ja,nein,nein,ja,"Informationen rund um die Familie; Fördermöglichkeiten, Spiel- und Kursangebote, Adressen von Ansprechpartnern; Annahme von Anträgen, Still- und Wickelraum; nach Vereinbarung indiv. Beratung zu behinderten Kindern, Be.-WC im Raum 233"
Gesundheit,Frauenberatungsstelle,teilweise,nein,ja,nein,"Karl-Liebknecht-Str. 59, 3. Etage",04275,Leipzig,"nach Terminvereinbarung",12.37393,51.32516,frauenberatungsstelle-karl-liebknecht-str.-59--3.-etage-04275-leipzig,nein,nein,0,nein,0,,ja,1,"8,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,,nein,"0,00000000e+00","7,00000000e+01",nein,nein,nein,nein,nein,nein,nein,ja,0,"7,00000000e+01",nein,"1,00000000e+02","8,80000000e+01","1,10000000e+02","1,19000000e+02",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,ja,nein,ja,"aufsuchende Sozialarbeit, leichte Sprache, bei Bedarf kann Gebärdensprachdolmetscher hinzugezogen werden; auch E-Mail-Beratung"
Gesundheit,"Institut für Familientherapie und systematische Beratung e.V.",nein,nein,nein,nein,"Schirmerstr. 3",04318,Leipzig,"Beratung nach Voranmeldung

Anmeldung:  
Psychologische Beratung und Therapie
Di, Do  13.00 - 14.30 Uhr  Tel: 6 88 51 40
Sozialberatung
Di, Do  13.00 - 14.30 Uhr  Tel: 6 88 51 29",12.41178,51.33361,institut-fuer-familientherapie-und-systematische-beratung-e.v.-schirmerstr.-3-04318-leipzig,ja,ja,0,nein,0,,ja,27,"1,80000000e+01",nein,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"nach 10 Stufen an der Haustür",nein,"0,00000000e+00","9,90000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"6,10000000e+01",ja,nein,"0,00000000e+00","9,20000000e+01","1,10000000e+02","5,70000000e+01","3,60000000e+01","5,70000000e+01","3,60000000e+01",nein,ja,nein,nein,nein,"Beratungsstelle in der 2. Etage (27 Stufen)

Bitte Altersbegrenzung beachten -
Nur für Jugendliche, Singles und Paare bis 27 Jahre"
Gesundheit,"Jugendhaus Leipzig e.V.",nein,nein,nein,nein,"Schlegelstr. 15 ",04275,Leipzig,"Erreichbarkeit Mo - Fr 9.00 - 16.00 Uhr",12.366524,51.3240705,jugendhaus-leipzig-e.v.-schlegelstr.-15-04275-leipzig,ja,nein,0,nein,0,,ja,13,"2,10000000e+01",ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"nach 5 Stufen",ja,"1,35000000e+02","7,90000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"7,00000000e+01",nein,nein,"0,00000000e+00","8,50000000e+01","2,00000000e+02","6,50000000e+01","2,10000000e+01","6,50000000e+01","9,60000000e+01",nein,ja,nein,ja,ja,"Blindenführhund darf mitgeführt werden;
Toiletten im EG;
Projekte: Beratung, Einzelbetreuung, Soziale Gruppenarbeit, Täter-Opfer-Ausgleich;
INJUMA (Beratung bei Arbeitslosigkeit und Schulden, Beschäftigungsprojekt);
SUEDPOL - Bornaische Str. 49"
Gesundheit,"Kontakt- und Beratungsstelle der Volkssolidarität",nein,nein,nein,nein,"Volksgartenstr. 28/001",04347,Leipzig,"Mo-Mi  10-15 Uhr;
Do 10-12 Uhr Beratung zu pflegerischen Leistungen;
jeden 1. Und 4. Mittwoch im Monat kostenlose Beratung zum 24-Stunden-Hausnotruf der VS",12.42064,51.35327,kontakt--und-beratungsstelle-der-volkssolidaritaet-volksgartenstr.-28_001-04347-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Gesundheit,"Migrationserstberatung / Flüchtlingsberatung",vollständig,ja,nein,vollständig,"Elsterstr. 15 ",04109,Leipzig,"Mo 13 - 16 uhr
Do 9 - 12 Uhr",12.3662149,51.339184,migrationserstberatung-_-fluechtlingsberatung-elsterstr.-15-04109-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,ja,"1,02500000e+03","6,10000000e+01","0,00000000e+00",ja,ja,nein,ja,"vor Einganstür",ja,"8,50000000e+01","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"1,00000000e+02",nein,"1,10000000e+02","2,10000000e+02","9,20000000e+01","8,20000000e+01",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,80000000e+01",ja,ja,"0,00000000e+00","1,70000000e+02","2,00000000e+02","7,00000000e+01","9,70000000e+01","7,00000000e+01","9,50000000e+01",nein,ja,nein,nein,ja,"Ansage der Etagen im Aufzug, Behinderten-WC im EG"
Gesundheit,"Pflegenetzwerk Leipzig e.V.",vollständig,nein,ja,nein,"Rosa-Luxemburg-Str. 27 ",04103,Leipzig,"Di, Do 10.00 - 17.00 Uhr und nach Vereinbarung

kostenfreies Beratungstelefon: 
0800 5 83 24 11",12.3913844,51.3451946,pflegenetzwerk-leipzig-e.v.-rosa-luxemburg-str.-27-04103-leipzig,nein,nein,0,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","9,50000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,50000000e+01",ja,ja,"1,00000000e+01","1,50000000e+02","1,30000000e+02","7,00000000e+01","9,00000000e+01","7,00000000e+01","4,00000000e+01",nein,ja,nein,nein,ja,"Behinderten-WC (s. Angaben) befindet sich im Nebengebäude, ebenerdiger Zugang nur über Innenhof möglich - bitte in Beratungsstelle melden (WC-Tür wird mit Transponder geöffnet)"
Gesundheit,Pilzberatung,vollständig,nein,ja,teilweise,"Theodor-Heuss-Str. 43",04328,Leipzig,"9. Mai bis 14.11.2010

Mo  15.30 - 18.00 uhr

Mi  15.00 - 16.00 Uhr
ab 07.09.2011: Mi  15.00 - 16.30 Uhr",12.44608,51.34724,pilzberatung-theodor-heuss-str.-43-04328-leipzig,ja,nein,0,ja,1,"im Hof",nein,0,"0,00000000e+00",nein,nein,nein,ja,"Hofeingang Döllingsstr. und dann mit Lift;",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"am Hofeingang",nein,"8,50000000e+01","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","2,10000000e+02","1,19000000e+02","8,50000000e+01",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,30000000e+01",nein,nein,"0,00000000e+00","1,80000000e+02","1,60000000e+02","7,00000000e+01","9,00000000e+01","7,00000000e+01","7,70000000e+01",nein,ja,nein,nein,ja,"Hoftür muss von Personal geöffnet werden, da nach außen zu öffnen"
Gesundheit,"Projektstelle ""Unterstützte Kommunikation""",teilweise,ja,nein,vollständig,"Rosa-Luxemburg-Str. 30",04103,Leipzig,,12.3901318,51.3445146,projektstelle-unterstuetzte-kommunikation-rosa-luxemburg-str.-30-04103-leipzig,ja,nein,0,ja,1,Tiefgarage,nein,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","8,40000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","2,10000000e+02","8,50000000e+01","1,15000000e+02",nein,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,30000000e+01",ja,ja,"1,00000000e+01","2,00000000e+02","2,00000000e+02","7,00000000e+01","9,20000000e+01","7,00000000e+01","1,03000000e+02",nein,nein,nein,nein,ja,
